X,CH2,Start,Increment,
Sequence,Volt,-1.400000e-02,2.000000e-05,
0,8.281250e+00,
1,8.281250e+00,
2,8.281250e+00,
3,8.281250e+00,
4,8.281250e+00,
5,8.281250e+00,
6,8.281250e+00,
7,8.281250e+00,
8,8.281250e+00,
9,8.281250e+00,
10,8.281250e+00,
11,8.281250e+00,
12,8.281250e+00,
13,8.281250e+00,
14,8.281250e+00,
15,8.281250e+00,
16,8.281250e+00,
17,8.281250e+00,
18,8.281250e+00,
19,8.281250e+00,
20,8.281250e+00,
21,8.281250e+00,
22,8.281250e+00,
23,8.281250e+00,
24,8.281250e+00,
25,8.281250e+00,
26,8.281250e+00,
27,8.281250e+00,
28,8.281250e+00,
29,8.281250e+00,
30,8.281250e+00,
31,8.281250e+00,
32,8.281250e+00,
33,8.281250e+00,
34,8.281250e+00,
35,8.281250e+00,
36,8.281250e+00,
37,8.281250e+00,
38,8.281250e+00,
39,8.281250e+00,
40,8.281250e+00,
41,8.281250e+00,
42,8.281250e+00,
43,8.281250e+00,
44,8.281250e+00,
45,8.281250e+00,
46,8.281250e+00,
47,8.281250e+00,
48,8.281250e+00,
49,8.281250e+00,
50,8.281250e+00,
51,8.281250e+00,
52,8.281250e+00,
53,8.281250e+00,
54,8.281250e+00,
55,8.281250e+00,
56,8.281250e+00,
57,8.281250e+00,
58,8.281250e+00,
59,8.281250e+00,
60,8.281250e+00,
61,8.281250e+00,
62,8.281250e+00,
63,8.281250e+00,
64,8.281250e+00,
65,8.281250e+00,
66,8.281250e+00,
67,8.281250e+00,
68,8.281250e+00,
69,8.281250e+00,
70,8.281250e+00,
71,8.281250e+00,
72,8.281250e+00,
73,8.281250e+00,
74,8.281250e+00,
75,8.281250e+00,
76,8.281250e+00,
77,8.281250e+00,
78,8.281250e+00,
79,8.281250e+00,
80,8.281250e+00,
81,8.281250e+00,
82,8.281250e+00,
83,8.281250e+00,
84,8.281250e+00,
85,8.281250e+00,
86,8.281250e+00,
87,8.281250e+00,
88,8.281250e+00,
89,8.281250e+00,
90,8.281250e+00,
91,8.281250e+00,
92,8.281250e+00,
93,8.281250e+00,
94,8.281250e+00,
95,8.281250e+00,
96,8.281250e+00,
97,8.281250e+00,
98,8.281250e+00,
99,8.281250e+00,
100,8.281250e+00,
101,8.281250e+00,
102,8.281250e+00,
103,8.281250e+00,
104,8.281250e+00,
105,8.281250e+00,
106,8.281250e+00,
107,8.281250e+00,
108,8.281250e+00,
109,8.281250e+00,
110,8.281250e+00,
111,8.281250e+00,
112,8.281250e+00,
113,8.281250e+00,
114,8.281250e+00,
115,8.281250e+00,
116,8.281250e+00,
117,8.281250e+00,
118,8.281250e+00,
119,8.281250e+00,
120,8.281250e+00,
121,8.281250e+00,
122,8.281250e+00,
123,8.281250e+00,
124,8.281250e+00,
125,8.281250e+00,
126,8.281250e+00,
127,8.281250e+00,
128,8.281250e+00,
129,8.281250e+00,
130,8.281250e+00,
131,8.281250e+00,
132,8.281250e+00,
133,8.281250e+00,
134,8.281250e+00,
135,8.281250e+00,
136,8.281250e+00,
137,8.281250e+00,
138,8.281250e+00,
139,8.281250e+00,
140,8.281250e+00,
141,8.281250e+00,
142,8.281250e+00,
143,8.281250e+00,
144,8.281250e+00,
145,8.281250e+00,
146,8.281250e+00,
147,8.281250e+00,
148,8.281250e+00,
149,8.281250e+00,
150,8.281250e+00,
151,8.281250e+00,
152,8.281250e+00,
153,8.281250e+00,
154,8.281250e+00,
155,8.281250e+00,
156,8.281250e+00,
157,6.406250e+00,
158,2.968750e+00,
